Pulse,CMi1,CMi2,CMi3,CMi4,CMi5,CMi6,CMi7,CMi8,CMi9,CMi10,CMi11,CMi12,CMi13,CMi14,CMi15,CMi16,CMi17,CMi18,CMi19,CMi20,CMi21,CMi22,CM1,CM2,CM3,CM4,CM5,CM6,CM7,CM8,CM9,CM10,CM11,CM12,CM13,CM14,CM15,CM16,CM17,CM18,CM19,CM20,CM21,CM22,CM23,CM24,CM25,CM26,CM27,CM28,CM29,CM30,CM31,CM32,CM33,CM34,CM35,CM36,CM37,CM38,CM39,CM40,CM41,CM42,CM43,CM44,CM45,CM46,CM47,CM48,CM49,CM50,CM51,CM52,CM53,CM54,CM55,CM56,CM57,CM58,CM59,CM60,CM61,CM62,CM63,CM64,CM65,CM66,CM67,CM68,CM69
51,118.1045752,109.9583491,107.4766355,115.3728606,112.0845143,118.057211,119.7879859,117.2533681,115.437788,118.9481678,112.0548745,115.1121606,114.4112019,112.9956129,110.0376492,115.5982906,108.5031001,121.1538462,,110.8689249,109.4508976,122.113943,116.7252833,107.5636364,119.7998259,116.2404976,114.2226148,116.069271,115.4747948,114.5154963,114.8245155,111.5296804,110.5813953,105.1724138,108.6172345,116.3362411,109.1522158,107.4829932,108.0536913,108.0645161,109.3240093,109.0667454,110.4307432,114.3703704,108.6783439,106.9635696,110.8814673,111.0923575,111.4613181,110.4943551,110.5634675,109.1887529,109.8429952,109.3133674,112.605042,106.1900192,112.8301887,109.2937853,113.8054914,110.429425,110.6019461,101.9111367,108.8059701,106.25,108.3377032,107.1275777,109.5132743,109.4646272,109.2243187,106.3448276,104.5612374,109.3152174,107.8703704,112.5960483,115.1709176,110.7819905,111.8562874,111.5860517,111.4215283,109.2838196,112.406015,108.4384858,110.2272727,107.7883909,115.5091032,109.7391304,107.7024358,112.8065395,112.1791371,111.56738,114.8087432
52,118.3006536,110.4127225,107.777036,115.6479218,112.4967792,118.29559,119.9394245,117.3837462,115.6682028,119.1063857,112.3175715,115.2597403,114.5807967,113.194272,110.1844171,115.5270655,108.591674,121.2962963,,110.9867452,109.5036959,122.0389805,116.9988277,107.8545455,120.0174064,116.3787146,114.3551237,116.3109142,115.7483392,114.6331895,114.9292823,111.7009132,110.8139535,105.2558398,108.7174349,116.6534496,109.344894,107.8231293,108.2550336,108.2816377,109.5104895,109.2144123,110.5574324,114.5185185,108.9171975,107.6646942,111.0320285,111.342155,111.7000955,110.6269244,110.745098,109.3098345,109.9962839,109.4594595,112.8384687,106.1900192,113.0188679,109.3361582,113.8054914,110.4297663,110.7716678,101.9114022,108.9552239,106.3020833,108.4950184,107.298708,109.5586102,109.5442957,109.3291405,106.4827586,104.6164773,109.423913,107.9783951,112.6783754,115.4222669,111.0189573,112.0958084,111.6985377,111.5036976,109.2838196,112.2180451,108.4384858,110.3030303,108.008817,115.7113958,109.9130435,107.8341014,112.8610354,112.342982,111.6830538,114.9180328
53,118.4640523,110.6020447,107.9439252,115.8720456,112.6513785,118.533969,120.0908632,117.6662321,115.7834101,119.4544649,112.4635143,115.40732,114.7503914,113.3515437,110.3439474,115.7051282,108.680248,121.5811966,110.2439024,111.1045655,110.1900739,122.4137931,117.116061,107.8545455,120.2349869,116.6551486,114.5759717,116.5122835,115.8655725,114.8293448,115.1388161,111.9101979,110.9447674,105.3392659,108.9178357,116.9706582,109.2485549,107.9931973,108.4563758,108.4987593,109.6503497,109.3916125,110.7263514,114.6666667,108.9171975,108.0152565,111.2236518,111.7067243,111.747851,110.7594937,111.0257998,109.4174627,110.2192493,109.6055515,112.9785247,106.3339731,113.1132075,109.3785311,114.126251,110.4301075,110.8565286,101.911535,109.1044776,106.3020833,108.7047719,107.6409686,109.5812781,109.58413,109.7484277,106.5517241,104.6440972,109.75,108.0864198,112.9527991,115.5479416,111.1374408,112.3353293,111.9235096,111.6680362,109.2838196,112.2180451,108.6750789,110.4545455,108.0822924,115.7113958,110.173913,107.965767,113.0790191,112.5614418,111.8565645,115.2459016
54,118.6601307,110.5263158,108.2109479,116.1776691,112.8317444,118.6531585,120.2927814,117.807475,115.8986175,119.739257,112.7262113,115.5844156,114.9852148,113.500538,110.4907153,115.8831909,108.768822,122.008547,110.5226481,112.0471281,110.4540655,122.7886057,117.2332943,108.2909091,120.278503,116.8624741,114.7526502,116.7942006,116.0218835,115.0255002,115.3483499,112.0814307,111.119186,105.7285873,109.0180361,117.1292625,109.6339114,108.0782313,108.590604,108.6228288,109.7435897,109.5688128,110.9797297,114.962963,109.116242,108.1905376,111.374213,111.8890089,111.8672397,110.8963394,111.1578947,109.5789049,110.3307321,109.7881665,113.1185808,106.3819578,113.3018868,109.7175141,114.3187067,111.1290323,110.9413895,101.9116014,109.2537313,106.5104167,108.862087,107.8120989,109.5926121,109.6239643,109.7484277,106.6206897,104.6579072,109.9130435,108.3950617,113.090011,115.6107789,111.2559242,112.4550898,112.0359955,111.914544,109.0185676,112.406015,108.6750789,110.4545455,108.2292432,115.8462576,110.3478261,108.0974325,113.1880109,112.7252867,111.9722383,115.1912568
55,118.7908497,110.8670958,108.3778371,116.4731051,113.0636434,118.772348,120.4946996,117.9487179,116.1866359,120.0082273,112.9013427,115.7024793,115.1591581,113.6495323,110.6374832,116.0968661,109.3002657,122.2222222,110.7317073,112.5184094,110.5596621,122.9385307,117.3505275,108.5090909,120.5395997,117.0697996,114.9293286,116.9955699,116.2954279,115.2608866,115.5578837,112.2716895,111.2354651,105.9232481,109.3186373,117.2878668,109.8265896,108.1632653,108.7248322,108.7468983,109.9300699,109.6869462,111.0641892,115.1111111,109.2157643,108.2781782,111.5384615,111.9801512,112.0105062,111.0331851,111.2899897,110.0968653,110.4422148,109.9342586,113.2586368,106.5738964,113.3962264,110.0564972,114.4470105,111.4784946,111.1111111,101.9116346,109.4029851,106.71875,109.0194022,107.9832292,109.603946,109.8364139,109.7484277,106.8275862,104.6648122,110.076087,108.5493827,113.1586169,115.6421976,111.3744076,112.6946108,112.2609674,111.914544,109.5490716,112.406015,108.9116719,110.6060606,108.2292432,115.9136885,110.4347826,108.2290981,113.3514986,112.7799017,112.145749,115.3005464
56,118.8235294,111.737978,108.5781041,116.6208231,113.2697758,118.8915375,120.7470974,118.1225554,116.359447,120.2771976,113.076474,115.9976387,115.3244042,113.8399139,110.8161572,116.3105413,109.1231178,122.5071225,110.9407666,112.7540501,110.6652587,123.3133433,117.6240719,108.2181818,120.670148,117.2080166,115.0618375,117.1163915,116.4126612,115.4178109,115.6626506,112.3668189,111.4098837,106.0205784,109.4188377,117.4464711,109.7302505,108.2908163,108.8590604,108.9019851,110.0699301,109.8050797,111.1486486,115.3333333,109.3152866,108.3219985,111.7027101,112.0712935,112.1537727,111.2897708,111.620227,110.3558456,110.5165366,110.0438276,113.5854342,106.7178503,113.6792453,109.9435028,114.6394663,111.6532258,111.2808328,101.9116512,109.4029851,106.7708333,109.124279,108.1971421,109.7490207,110.0488634,109.8008386,106.9310345,104.6682647,110.1847826,108.6265432,113.1929199,115.6736163,111.6113744,112.6946108,112.2609674,112.1610518,109.5490716,112.5,108.9116719,110.8333333,108.4496694,116.0485502,110.6956522,108.4265964,113.5149864,112.9983616,112.3192597,115.4098361
57,119.1176471,111.7001136,108.7116155,116.7685412,113.3213089,119.1001192,120.9994952,118.2094741,116.5034562,120.4987026,113.2807939,116.2042503,115.4896504,114.038573,110.9118754,116.4529915,109.3445527,122.7207977,111.1498258,112.8718704,110.876452,123.0134933,117.780383,108.6545455,120.8006963,117.4153421,115.1943463,117.4788562,116.4908167,115.496273,115.8198009,112.5951294,111.5116279,106.0692436,109.5190381,117.7636796,109.9229287,108.4183673,109.1275168,108.9795285,110.3030303,109.9232132,111.2753378,115.5555556,109.4347134,108.3439086,111.9490829,112.3008372,112.2970392,111.4180636,111.6697626,110.4853357,110.7023411,110.1899196,113.8188609,106.9097889,113.6792453,110.1694915,114.8960739,111.7405914,111.3939805,101.9116595,109.5522388,106.71875,109.2553749,108.3040986,109.8215581,110.2613129,109.8532495,106.9827586,104.6699909,110.2391304,108.6651235,113.2272228,115.9911102,111.8483412,112.9341317,112.4859393,112.243221,109.8143236,112.593985,108.9116719,110.9090909,108.5966201,116.4531355,110.7826087,108.4924292,113.5694823,113.1622064,112.5506073,115.5191257
58,119.5098039,112.0030292,108.9118825,116.9519152,113.5532079,119.3087008,121.0752145,118.2963929,116.6474654,120.688564,113.543491,116.4108619,115.7766568,114.2537869,111.0586434,116.5954416,109.5659876,123.005698,111.2543554,112.9307806,111.0348469,123.3133433,117.8194607,108.8,121.0182768,117.5535591,115.3268551,117.5996778,116.7252833,115.6924284,115.8721844,112.7092846,111.6860465,106.0935762,109.6192385,117.961935,110.0674374,108.5884354,109.3959732,109.057072,110.4895105,110.0413467,111.402027,115.7037037,109.5541401,108.3658188,112.1543936,112.415609,112.3686724,111.5463565,111.7853457,110.5500807,110.8324043,110.3542732,114.0056022,107.0057582,113.6792453,110.3954802,115.0885296,111.7842742,111.5071283,101.9116636,109.7014925,106.9270833,109.3864709,108.411055,109.9666328,110.3675377,110.0628931,107.0086207,104.670854,110.2934783,108.7037037,113.7211855,116.1498571,111.492891,113.0538922,112.7109111,112.4075596,110.3448276,112.9699248,108.9116719,110.9848485,108.5966201,116.5205664,110.9565217,108.6240948,113.73297,113.3806663,112.6662811,115.6830601
59,119.6405229,112.3059447,109.1789052,117.1454768,113.8108735,119.4874851,121.1509339,118.5571491,116.8202765,120.8784254,113.6894337,116.5289256,115.92016,114.3531165,111.2054113,116.9871795,109.6545616,123.2193732,111.358885,112.9602356,111.1932418,123.6131934,118.1320828,108.8727273,121.1923412,117.6917761,115.5477032,117.5996778,116.8815944,115.7708905,116.0817182,112.9185693,111.8459302,106.1057425,109.8196393,118.1601903,110.2119461,108.7585034,109.4630872,109.2431762,110.5361305,110.1594802,111.6554054,115.7777778,109.7531847,108.6350506,112.3049548,112.5303808,112.6074499,111.6746493,112.1651187,110.5824532,111.0182088,110.5003652,114.1923436,107.0537428,113.9622642,110.4519774,115.2809854,111.8061156,111.67685,101.9116657,109.8507463,107.1354167,109.4913477,108.411055,109.9666328,110.4206501,110.0628931,107.0344828,104.6712856,110.4021739,108.8271605,113.9681668,116.2292306,111.9668246,113.2934132,112.7109111,112.4897288,110.0795756,112.7819549,108.9116719,111.1363636,108.5966201,116.7228591,111.1304348,108.7557604,113.9509537,113.5445112,112.7819549,115.8469945
60,119.9019608,112.7981825,109.3791722,117.3390383,113.8624066,119.7258641,121.4033317,118.7309865,116.9930876,121.1632175,113.8353765,116.7060213,116.0636632,114.5352206,111.3521792,117.1830484,109.7431355,123.3618234,111.5853659,112.9749632,111.2988384,124.0629685,118.2102384,109.0181818,121.3664056,117.8991016,115.6360424,117.7204994,117.3896053,115.9278148,116.3436354,113.0707763,111.9476744,106.1118256,109.9198397,118.3187946,110.4046243,108.8435374,109.5302013,109.3672457,110.6526807,110.3957472,111.8243243,115.8518519,109.852707,108.7696665,112.4281413,112.6924116,112.7029608,111.8029422,112.255934,110.5986395,111.1296916,110.5734112,114.4724556,107.1017274,114.1509434,110.5084746,115.4092892,111.827957,111.6202761,101.9116667,110,107.2916667,109.6486628,108.4966202,110.0391702,110.4472063,110.3773585,107.862069,104.6715014,110.6195652,108.8888889,114.0916575,116.3086041,111.9668246,113.4131737,112.8233971,112.7362366,110.3448276,112.9699248,108.9116719,111.1363636,108.6700955,116.7228591,111.3043478,108.8874259,114.0599455,113.6537411,112.8976287,115.6284153
61,120.0653595,113.5554714,109.5126836,117.5020375,114.068539,119.7854589,121.6557294,118.9482834,117.1947005,121.3530789,114.068885,116.8831169,116.4811272,114.6428276,111.5340438,117.2809829,109.8317095,123.8603989,111.8118467,112.982327,111.4572334,124.2878561,118.3274717,109.1636364,116.7101828,118.0373186,115.7685512,117.841321,117.6240719,116.0847391,116.4484023,113.261035,112.1075581,106.1179088,110.0200401,118.4773989,110.4046243,108.9285714,109.7986577,109.4913151,110.7692308,110.5729474,111.9087838,116.1481481,109.9522293,108.9042825,112.633452,112.9354577,112.8223496,112.0680807,112.3467492,110.6067326,111.9936826,110.7012418,114.659197,107.2456814,114.3396226,110.6214689,116.307416,112.2043011,111.8465716,101.9116672,110,107.3958333,109.805978,108.6677505,110.1842449,110.4737625,110.7966457,108.2758621,104.6716093,110.8369565,108.9506173,114.1534029,116.3879776,111.8483412,113.6526946,112.8233971,112.9827445,110.6100796,113.1578947,108.9116719,111.4393939,108.7435709,116.7228591,111.4782609,108.8874259,114.1144414,113.817586,113.0711394,116.0655738
62,120.1960784,113.6690647,109.6461949,117.6854116,114.3519711,120.0238379,121.933367,119.2959583,117.3963134,121.6536928,114.2440163,117.0011806,116.6898591,114.8497641,111.6249761,117.3299501,110.0088574,123.8603989,111.9163763,112.9896907,111.6684266,124.5127436,118.444705,109.1636364,121.6710183,118.2446441,115.9010601,118.1635119,117.7413052,116.1632013,116.5531692,113.3751903,112.2383721,106.2291435,110.2204409,118.6360032,110.5009634,109.0136054,109.9328859,109.6153846,110.955711,110.6910809,112.0777027,116.1481481,110.0318471,109.0613344,112.7977005,113.1244937,113.0372493,112.20065,112.495356,110.6148258,112.4256782,110.8473338,114.7525677,107.43762,114.4339623,110.7344633,115.6658968,112.3924731,112.0445802,101.9116675,110.1492537,107.3958333,109.8584164,108.6677505,110.3293196,110.686212,110.7966457,108.4827586,104.6716632,111.0543478,109.1358025,114.1842755,116.467351,112.0853081,113.7724551,113.1608549,113.0649137,110.3448276,112.9699248,108.9116719,111.5151515,108.9639971,116.9251517,111.5652174,109.0849243,114.1689373,113.9814309,113.1868132,116.2295082
63,120.2614379,113.7826581,109.8130841,117.9299104,114.3777377,120.2622169,122.0721858,119.4697957,117.2235023,121.9543067,114.4191477,117.1192444,116.7942251,114.973926,111.7159084,117.3544338,110.1860053,124.1452991,112.0557491,112.9307806,111.8268215,124.5877061,118.6400938,109.3090909,116.9277633,118.4519696,116.0335689,118.3246073,117.8585385,116.3593566,116.762703,113.5083714,112.3401163,106.2847608,110.4208417,118.8739096,110.6936416,109.1411565,110.0671141,109.6774194,111.048951,110.8092144,112.1621622,116.1481481,110.111465,109.1847323,112.9071996,113.3337834,113.1327603,112.2669347,112.6439628,110.776268,112.641676,110.9751644,114.9393091,107.6295585,114.6226415,110.7909605,115.9225045,112.4865591,112.2425888,101.9116676,110.3731343,107.4479167,109.9632931,108.8388808,110.510663,111.0048863,110.7966457,108.5862069,104.6717172,111.1086957,109.2283951,114.2151482,116.6525558,112.5592417,113.8922156,113.3858268,113.2292523,110.6100796,112.9699248,108.9116719,111.6666667,108.9639971,117.1274444,111.7391304,109.1507571,114.386921,114.0906608,113.3603239,116.3934426
64,120.4901961,114.4263537,110.0133511,118.1132844,114.6354032,120.4112038,122.2110045,119.5567145,117.0506912,122.0492374,114.594279,117.2373081,116.8464081,115.1311977,111.8116266,117.3789174,110.4517272,124.4301994,112.2299652,113.2547865,111.8268215,124.8875562,118.7964048,109.3818182,117.1018277,118.6592951,116.1660777,118.4857028,118.1711606,116.555512,116.8674699,113.6796043,112.5,106.3403782,110.6212425,119.1911182,110.6936416,109.204932,110.1342282,109.7394541,111.1421911,111.0454814,112.4155405,116.2962963,110.2707006,109.3642202,113.0714481,113.4384283,113.2999045,112.3332193,113.1062951,110.8502623,112.7496748,111.0847334,115.0793651,107.6775432,114.7169811,110.8474576,116.2111881,112.5336022,112.2991627,101.9116677,110.4477612,107.65625,110.0681699,108.924446,110.6013347,111.1642235,111.1111111,108.637931,105.4292929,111.1358696,109.2746914,114.4895719,116.7451582,112.4407583,114.011976,113.3858268,113.3935908,110.8753316,113.1578947,108.9905363,111.6666667,109.1109478,117.1274444,111.826087,109.3482554,114.4959128,114.2545057,113.4759977,116.4480874
65,120.620915,114.8049981,110.246996,118.2559087,114.8157691,120.4856973,122.5391217,119.6001738,117.5691244,122.3656731,114.7694104,117.4734357,116.8985911,115.2470822,111.9647757,117.8062678,110.4517272,124.8575499,112.3519164,113.4167894,111.9324182,125.1124438,118.9917937,109.5272727,117.2758921,118.8666206,116.2985866,118.6870721,118.444705,116.7124362,116.9722368,113.8888889,112.630814,106.5628476,110.6713427,119.3893735,110.8863198,109.2687075,110.2013423,109.9255583,111.2354312,111.2817484,112.5422297,116.4444444,110.3503185,109.4651822,113.2083219,113.5430732,113.443171,112.5384879,113.3209494,110.9242567,112.8036743,111.1851717,115.2194211,107.7255278,114.9056604,111.1299435,116.3555299,112.5571237,112.4971713,101.9116677,110.5970149,107.7604167,110.1992659,109.1383589,110.6920064,111.2438921,111.3207547,108.6637931,105.8080808,111.1630435,109.3209877,114.6267838,116.8377606,112.6777251,114.1317365,113.6107987,113.5579293,110.8753316,113.1578947,109.0694006,111.7424242,109.1844232,117.4645988,112,109.4140882,114.6594005,114.4183506,113.6495084,116.6120219
66,120.8169935,115.0321848,110.3471295,118.4392828,115.0734347,120.5601907,122.7031802,119.6436332,118.0875576,122.5397127,114.9445417,117.7095632,117.0986258,115.4126314,112.0892094,118.0555556,110.806023,125,112.4738676,113.4977909,112.1436114,125.1124438,119.0699492,109.6,122.410792,119.0739461,116.4310954,118.8884414,119.0699492,116.8301295,116.9722368,114.0030441,112.7034884,106.6740823,110.7214429,119.5876289,110.8863198,109.3537415,110.2684564,110.0186104,111.3053613,111.3998819,112.6689189,116.8888889,110.3901274,109.9756009,113.3041336,113.7321091,113.5864374,112.7266507,113.378741,111.0856989,112.830674,111.2856099,115.4061625,107.9174664,115.0943396,111.2711864,116.4998717,112.5688844,112.6951799,101.9116678,110.5970149,107.8645833,110.3303618,109.2453153,110.7645437,111.2837264,111.3207547,108.6767241,105.9974747,111.1630435,109.5061728,114.6953897,116.8642184,112.6777251,114.3712575,113.6107987,113.6400986,110.8753316,113.3458647,109.0694006,111.8939394,109.1844232,117.6668914,112.173913,109.479921,114.8228883,114.5821955,113.7651822,116.6666667
67,120.3594771,115.562287,110.5807744,118.6226569,115.2022675,120.8581645,122.7852095,119.7740113,118.202765,122.7137523,115.0904845,117.9456907,117.159506,115.5533482,112.213643,118.1801994,110.806023,125.2849003,112.543554,113.5787923,112.3020063,125.4872564,119.265338,109.8181818,117.4934726,119.2121631,116.6077739,118.8884414,119.2262603,116.9085916,117.2865375,114.1171994,112.8197674,106.7296997,110.8216433,119.666931,111.0789981,109.4387755,110.3355705,110.1116625,111.3752914,111.4589486,112.7533784,116.8888889,110.4299363,110.2308102,113.4136326,113.8266271,113.6580707,112.8207321,113.4365325,111.1933271,112.8441739,111.395179,115.3594771,108.0614203,115.0943396,111.4124294,117.2696946,112.5747648,112.8083277,101.5820699,110.7462687,107.8645833,110.4352386,109.2987935,110.9096185,111.3235607,111.5303983,108.6831897,106.0921717,111.4347826,109.691358,114.7639956,116.8906763,112.5592417,114.6107784,113.8357705,113.7222679,110.3448276,113.3458647,109.148265,112.0454545,109.2578986,117.5994606,112.173913,109.5457538,114.8773842,114.7460404,113.880856,116.8306011
68,120.4901961,116.3195759,110.6809079,118.7652812,115.2795671,121.0071514,122.8672388,120.0782269,118.2891705,123.0618315,115.2656159,118.0047226,117.4117238,115.6857876,112.3667922,118.3048433,110.806023,125.4273504,112.6829268,113.5198822,112.407603,125.7121439,119.3825713,109.8909091,117.5369887,119.3503801,116.7402827,119.0495369,119.2262603,117.0655159,117.4436878,114.2884323,112.9796512,106.7575083,110.9218437,119.8255353,111.1753372,109.5238095,110.5369128,110.235732,111.5850816,111.5180154,112.8378378,117.037037,110.7085987,110.3584149,113.5231317,113.921145,113.7297039,112.9148135,113.8493292,111.3144087,112.8509238,111.5230095,115.4995331,108.109405,115.2830189,111.6384181,116.8206313,112.577705,112.9214754,101.252472,110.8208955,107.96875,110.6974305,109.3522718,111.0546932,111.3235607,111.6352201,108.6864224,106.1395202,111.5706522,109.8148148,115.1756312,117.1023389,112.6777251,114.6107784,113.8357705,113.8866064,110.8753316,113.9097744,109.384858,112.0454545,109.4048494,117.5994606,112.173913,109.6774194,115.0408719,114.9098853,113.9965298,117.0491803
69,120.8169935,116.9632715,110.8477971,118.9282804,115.4341665,121.1561383,123.0186774,120.3172534,118.375576,123.1567622,115.4991243,118.0637544,117.7770047,115.818227,112.3412673,118.4472934,110.9831709,125.7122507,112.7526132,114.1384389,112.5659979,125.5622189,119.5779601,110.0363636,117.7980853,119.5577056,116.9169611,119.3314539,119.3825713,117.2224402,117.5484547,114.4406393,113.0813953,106.785317,110.9218437,120.1427439,111.3198459,109.6088435,110.738255,110.3598015,111.6899767,111.6361488,113.1334459,117.1851852,110.8479299,110.4222172,113.6600055,114.1101809,113.9207259,113.2911392,114.0557276,111.4354904,112.8542988,111.6325785,115.5929038,108.2533589,115.3773585,111.5254237,117.2376187,112.5791751,113.119484,100.9887937,110.8208955,108.0208333,110.8285265,109.6089672,110.9821558,111.5891226,111.7400419,108.6880388,106.1631944,111.638587,109.9382716,115.381449,117.3140015,112.7962085,114.8502994,114.0607424,114.0509449,111.1405836,114.1917293,109.5425868,112.1212121,109.2578986,117.7343223,112.4347826,109.8090849,115.1498638,115.0191152,114.0543667,117.0491803
70,121.4379085,117.3040515,111.0814419,119.2135289,115.5887658,121.3945173,123.0943968,120.4367666,118.5195853,123.4731979,115.6450671,118.2408501,117.9379022,115.9920536,112.5518474,118.5897436,110.894597,126.0683761,112.8745645,114.4477172,112.6187962,126.011994,119.6951934,110.1090909,117.8851175,119.7650311,117.0936396,119.3717277,119.3825713,117.3793645,117.705605,114.5928463,113.1686047,106.8409344,110.9719439,120.3013481,111.4643545,109.8214286,111.1409396,110.483871,111.7948718,111.724749,113.28125,117.4814815,110.9175955,110.4541184,113.7831919,114.2992169,114.0639924,113.4793021,114.1589267,112.0274452,112.8559862,111.7604091,115.7796452,108.3493282,115.4716981,111.7514124,117.6546061,112.5799101,113.3174926,100.8569545,111.0447761,108.2291667,110.9596224,109.5234021,110.9821558,111.8546845,111.8448637,108.688847,106.1750316,111.7065217,110.0617284,115.4843578,117.4727484,113.1516588,114.9700599,114.1732283,114.2152835,111.4058355,114.3327068,109.7791798,112.1969697,109.2578986,117.6668914,112.6956522,109.9407505,115.3133515,115.1283452,114.1700405,117.1584699
71,121.5359477,117.9098826,111.2817089,119.193154,115.7691317,121.6328963,123.1701161,120.5562799,118.6635945,123.6630593,115.7618214,118.4179457,118.018351,116.0913832,112.6507562,118.7321937,111.3374668,126.4245014,112.9965157,114.6023564,112.7771911,126.161919,119.773349,110.1818182,118.102698,119.9032481,117.1819788,119.5730971,119.3825713,117.5755198,117.7579885,114.7260274,113.1976744,106.8965517,111.0220441,120.4599524,111.4643545,109.9277211,111.5436242,110.483871,112.004662,111.8133491,113.355152,117.4814815,110.9524283,110.470069,113.8516288,114.3937348,114.1833811,113.5733835,114.2621259,112.3234226,112.85683,111.8882396,115.9197012,108.4932821,115.8490566,111.8644068,117.2055427,112.5806452,113.3740665,100.6591958,111.0447761,108.3333333,110.9596224,109.6945324,111.0546932,111.9609093,111.9496855,108.6892511,106.1809501,111.8152174,110.1234568,115.5358123,117.4198328,112.9146919,114.9700599,114.2857143,114.379622,111.6710875,114.4031955,109.9369085,112.2727273,109.1844232,118.0714767,112.6086957,109.9407505,115.4768392,115.2375751,114.2857143,117.2677596
72,121.6013072,118.3263915,111.4152203,119.3357783,115.923731,121.7818832,123.3215548,120.6431986,118.9228111,123.8529207,115.9369527,118.4769776,118.0987998,116.2196838,112.749665,118.8746439,111.5146147,126.6381766,113.0313589,114.7569956,112.8827878,126.011994,119.9687378,110.3272727,118.1462141,120.1105736,117.3586572,119.7341925,119.4607268,117.7324441,117.9675223,114.8401826,113.372093,106.9521691,111.2224449,120.6978588,111.6570328,110.0340136,111.7449664,110.6079404,112.1095571,111.9905493,113.4290541,117.7777778,110.9698447,110.4860196,114.0706269,114.4882528,114.2550143,113.6204242,114.4602683,112.4714113,112.8572519,111.9978086,116.0597572,108.5892514,115.8490566,111.9774011,117.3338465,112.7956989,113.4872143,101.5820699,111.1940299,108.3333333,111.0644992,109.6945324,111.1997679,112.0140217,112.1593291,108.6896552,106.1839094,112.0326087,110.1851852,115.5615395,117.6579532,113.0331754,115.0898204,114.3982002,114.4617913,111.9363395,114.4384398,110.0157729,112.3484848,109.4048494,118.2063385,112.7826087,110.1382488,115.4768392,115.40142,114.4013881,117.3770492
73,121.5359477,118.5157137,111.481976,119.5395273,116.1298634,121.8563766,123.4729934,120.9039548,119.1820276,124.1693564,116.1120841,118.6540732,118.1596799,116.3479844,112.8836705,119.0527066,111.6031887,126.7094017,113.0313589,114.9926362,113.093981,126.4617691,120.1250488,110.3272727,118.2767624,120.3178991,117.4028269,119.7744664,119.4998046,117.8501373,118.0722892,114.9733638,113.5319767,107.0077864,111.4228457,120.8564631,111.6570328,110.1190476,111.9463087,110.7940447,112.2144522,112.0496161,113.597973,117.7777778,110.9872611,110.5645455,114.1664385,114.6165271,114.3027698,113.6439446,114.5758514,112.5454056,112.8576737,112.0708546,116.2464986,108.7332054,115.754717,112.0903955,117.5904542,112.7956989,113.6003621,101.9116678,111.3059701,108.3333333,111.2218144,109.7800975,111.3811113,112.0405779,112.3165618,109.9310345,106.185389,112.1413043,110.308642,115.5744031,117.7770134,113.1516588,115.2095808,114.3982002,114.4617913,111.6710875,114.456062,110.0157729,112.4242424,109.331374,118.2737694,112.7826087,110.1382488,115.640327,115.5106499,114.5748988,117.431694
74,121.9607843,118.5914426,111.682243,119.7432763,116.2071631,121.9308701,123.5739525,120.9691439,119.3548387,124.3592178,116.316404,118.7131051,118.3379718,116.5218111,112.9538638,119.1417379,111.6917626,126.7806268,113.2404181,115.2282769,113.1467793,126.6866567,120.1250488,110.4727273,118.4508268,120.4561161,117.5795053,119.9355618,119.6951934,118.0070616,118.2294395,115.1445967,113.5901163,107.1746385,111.4729459,121.1736717,111.849711,110.1190476,112.0805369,110.8560794,112.2610723,112.2268163,113.6824324,117.9259259,111.2261146,110.7103794,114.3033123,114.7448015,114.3744031,113.6557048,114.8070175,112.5824028,112.9134151,112.1621622,116.43324,108.7332054,115.8490566,112.3728814,117.718758,112.9032258,113.7135098,102.2412657,111.4179104,108.59375,111.2742528,109.8656627,111.471783,112.0671341,112.4737945,110.5517241,106.1861289,112.1956522,110.4320988,115.5808349,117.8960737,113.2701422,115.3293413,114.5106862,114.6261298,111.6710875,114.4648731,110.1735016,112.4242424,109.6252755,118.2737694,112.8695652,110.3357472,115.7493188,115.6744948,114.6905726,117.5956284
75,121.8627451,118.7807649,111.8157543,119.8451508,116.3617624,122.1990465,123.7253912,121.0343329,119.5276498,124.5490792,116.4623468,118.8902007,118.5162637,116.6045857,113.0687257,119.2307692,111.8689105,127.0655271,113.4494774,115.5522828,113.4107709,127.2863568,120.3204377,110.5454545,118.6248912,120.5943331,117.6678445,120.0966573,119.8124267,118.1247548,118.2818229,115.1826484,113.6918605,107.2580645,111.5230461,121.332276,111.849711,110.2891156,112.147651,110.9491315,112.3076923,112.4040165,113.7668919,118.0740741,111.3455414,110.8449954,114.4264988,114.852822,114.5415473,113.6674649,115.0712074,112.6009014,113.0156076,112.2352082,116.573296,108.8291747,116.2264151,112.5141243,117.9112138,113.0107527,113.8266576,106.1305208,111.4179104,108.6458333,111.4315679,109.9512279,111.5171188,111.9609093,112.3689727,110.862069,106.1864988,112.25,110.5555556,115.5840508,118.1606519,113.3886256,115.8083832,114.6231721,114.7904684,111.6710875,114.4692787,110.2523659,112.8030303,109.9926525,118.3412003,113.1304348,110.3357472,115.8583106,115.7837247,114.8062464,117.6502732
